SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014
40,3,6,1,0,Alabama,Alabama,4779736,4780127,4785822,4801695,4817484,4833996,4849377
50,3,6,1,1,Alabama,Autauga County,54571,54571,54684,55275,55192,55136,55395
50,3,6,1,3,Alabama,Baldwin County,182265,182265,183216,186694,190561,195443,200111
50,3,6,1,5,Alabama,Barbour County,27457,27457,27336,27225,27169,26978,26887
50,3,6,1,7,Alabama,Bibb County,22915,22919,22879,22740,22634,22504,22506
50,3,6,1,9,Alabama,Blount County,57322,57322,57344,57694,57748,57720,57719
50,3,6,1,11,Alabama,Bullock County,10914,10915,10886,10623,10589,10605,10764
50,3,6,1,13,Alabama,Butler County,20947,20946,20945,20676,20409,20289,20296
50,3,6,1,15,Alabama,Calhoun County,118572,118586,118443,117760,117264,116547,115916
50,3,6,1,17,Alabama,Chambers County,34215,34170,34111,34004,34087,34175,34076
50,3,6,1,19,Alabama,Cherokee County,25989,25986,25968,26073,26017,26115,26037
50,3,6,1,21,Alabama,Chilton County,43643,43631,43682,43749,43709,43836,43931
50,3,6,1,23,Alabama,Choctaw County,13859,13858,13849,13604,13559,13397,13323
50,3,6,1,25,Alabama,Clarke County,25833,25840,25782,25592,25168,25166,24945
50,3,6,1,27,Alabama,Clay County,13932,13932,13886,13677,13465,13506,13552
50,3,6,1,29,Alabama,Cleburne County,14972,14972,14969,14967,14918,15017,15080
50,3,6,1,31,Alabama,Coffee County,49948,49948,50179,50465,51217,50861,50909
50,3,6,1,33,Alabama,Colbert County,54428,54428,54505,54433,54473,54499,54543
50,3,6,1,35,Alabama,Conecuh County,13228,13228,13219,13133,13005,12898,12670
50,3,6,1,37,Alabama,Coosa County,11539,11758,11757,11344,11181,11065,10886
50,3,6,1,39,Alabama,Covington County,37765,37765,37784,38049,37809,37850,37914
50,3,6,1,41,Alabama,Crenshaw County,13906,13906,13866,13914,13972,13960,13977
50,3,6,1,43,Alabama,Cullman County,80406,80410,80454,80455,80361,80783,81289
50,3,6,1,45,Alabama,Dale County,50251,50251,50340,50085,50310,49845,49484
50,3,6,1,47,Alabama,Dallas County,43820,43820,43836,43225,42839,42102,41711
50,3,6,1,49,Alabama,DeKalb County,71109,71115,71118,71361,70930,70894,71065
50,3,6,1,51,Alabama,Elmore County,79303,79296,79444,79983,80392,80808,80977
50,3,6,1,53,Alabama,Escambia County,38319,38319,38312,38222,38048,37893,37733
50,3,6,1,55,Alabama,Etowah County,104430,104427,104501,104310,104324,103962,103531
50,3,6,1,57,Alabama,Fayette County,17241,17241,17247,17082,16982,16909,16874
50,3,6,1,59,Alabama,Franklin County,31704,31709,31755,31757,31660,31542,31601
50,3,6,1,61,Alabama,Geneva County,26790,26790,26793,26829,27002,26742,26712
50,3,6,1,63,Alabama,Greene County,9045,9045,8992,8902,8827,8718,8553
50,3,6,1,65,Alabama,Hale County,15760,15760,15727,15355,15390,15311,15184
50,3,6,1,67,Alabama,Henry County,17302,17302,17287,17403,17248,17224,17190
50,3,6,1,69,Alabama,Houston County,101547,101547,101787,102423,103368,103626,104193
50,3,6,1,71,Alabama,Jackson County,53227,53226,53159,53244,53048,52944,52665
50,3,6,1,73,Alabama,Jefferson County,658466,658350,658302,657927,657953,659197,660793
50,3,6,1,75,Alabama,Lamar County,14564,14564,14499,14295,14255,14203,14086
50,3,6,1,77,Alabama,Lauderdale County,92709,92709,92726,92609,92694,92774,93096
50,3,6,1,79,Alabama,Lawrence County,34339,34339,34306,34044,33776,33571,33477
50,3,6,1,81,Alabama,Lee County,140247,140296,140799,144146,148040,151708,154255
50,3,6,1,83,Alabama,Limestone County,82782,82782,83179,85580,87363,88924,90787
50,3,6,1,85,Alabama,Lowndes County,11299,11299,11285,11131,10864,10730,10580
50,3,6,1,87,Alabama,Macon County,21452,21450,21542,21264,20470,19822,19425
50,3,6,1,89,Alabama,Madison County,334811,334811,336239,339668,342868,347073,350299
50,3,6,1,91,Alabama,Marengo County,21027,21029,20951,20711,20443,20228,20110
50,3,6,1,93,Alabama,Marion County,30776,30777,30810,30731,30516,30305,30271
50,3,6,1,95,Alabama,Marshall County,93019,93019,93170,93927,94303,94569,94636
50,3,6,1,97,Alabama,Mobile County,412992,413143,413432,413154,413955,414560,415123
50,3,6,1,99,Alabama,Monroe County,23068,23070,23003,22797,22609,22188,21947
50,3,6,1,101,Alabama,Montgomery County,229363,229363,229795,231571,229426,227271,226189
50,3,6,1,103,Alabama,Morgan County,119490,119486,119557,119870,120057,119628,119607
50,3,6,1,105,Alabama,Perry County,10591,10581,10536,10502,10172,9978,9826
50,3,6,1,107,Alabama,Pickens County,19746,19746,19706,19348,19344,19383,20365
50,3,6,1,109,Alabama,Pike County,32899,32899,32959,32922,33128,33682,33389
50,3,6,1,111,Alabama,Randolph County,22913,22914,22928,22834,22657,22663,22539
50,3,6,1,113,Alabama,Russell County,52947,52949,53279,54845,57736,59430,59608
50,3,6,1,115,Alabama,St. Clair County,83593,83593,83800,84305,85165,86244,86697
50,3,6,1,117,Alabama,Shelby County,195085,195218,196036,197988,200963,204196,206655
50,3,6,1,119,Alabama,Sumter County,13763,13763,13748,13494,13411,13345,13166
50,3,6,1,121,Alabama,Talladega County,82291,82291,82067,81781,81858,81339,81322
50,3,6,1,123,Alabama,Tallapoosa County,41616,41618,41490,41443,41156,41221,41165
50,3,6,1,125,Alabama,Tuscaloosa County,194656,194653,195056,196697,198643,200744,202212
50,3,6,1,127,Alabama,Walker County,67023,67023,66991,66607,66125,65859,65471
50,3,6,1,129,Alabama,Washington County,17581,17583,17601,17319,17088,16842,16834
50,3,6,1,131,Alabama,Wilcox County,11670,11665,11579,11510,11386,11262,11098
50,3,6,1,133,Alabama,Winston County,24484,24483,24409,24348,24185,24187,24150
40,4,9,2,0,Alaska,Alaska,710231,710249,713856,722572,731081,737259,736732
50,4,9,2,13,Alaska,Aleutians East Borough,3141,3141,3178,3267,3320,3351,3360
50,4,9,2,16,Alaska,Aleutians West Census Area,5561,5561,5551,5587,5671,5692,5750
50,4,9,2,20,Alaska,Anchorage Municipality,291826,291826,293337,296282,298633,301629,301010
50,4,9,2,50,Alaska,Bethel Census Area,17013,17013,17068,17453,17687,17806,17868
50,4,9,2,60,Alaska,Bristol Bay Borough,997,997,1002,1038,984,955,957
50,4,9,2,68,Alaska,Denali Borough,1826,1826,1832,1869,1906,1933,1921
50,4,9,2,70,Alaska,Dillingham Census Area,4847,4847,4869,4969,4968,4988,4988
50,4,9,2,90,Alaska,Fairbanks North Star Borough,97581,97581,98174,98029,100227,100807,99357
50,4,9,2,100,Alaska,Haines Borough,2508,2508,2504,2572,2572,2569,2566
50,4,9,2,105,Alaska,Hoonah-Angoon Census Area,2150,2149,2149,2124,2140,2134,2082
50,4,9,2,110,Alaska,Juneau City and Borough,31275,31275,31386,32170,32411,32626,32406
50,4,9,2,122,Alaska,Kenai Peninsula Borough,55400,55400,55566,56369,56958,57067,57477
50,4,9,2,130,Alaska,Ketchikan Gateway Borough,13477,13477,13536,13654,13709,13695,13787
50,4,9,2,150,Alaska,Kodiak Island Borough,13592,13606,13637,13807,14075,14115,13986
50,4,9,2,164,Alaska,Lake and Peninsula Borough,1631,1635,1638,1656,1643,1662,1631
50,4,9,2,170,Alaska,Matanuska-Susitna Borough,88995,88995,89783,91858,93798,95892,97882
50,4,9,2,180,Alaska,Nome Census Area,9492,9492,9543,9844,9873,9884,9817
50,4,9,2,185,Alaska,North Slope Borough,9430,9430,9467,9534,9655,9733,9703
50,4,9,2,188,Alaska,Northwest Arctic Borough,7523,7523,7531,7708,7709,7697,7717
50,4,9,2,195,Alaska,Petersburg Borough,3815,3207,3209,3235,3241,3213,3160
50,4,9,2,198,Alaska,Prince of Wales-Hyder Census Area,5559,6172,6214,6379,6387,6402,6396
50,4,9,2,220,Alaska,Sitka City and Borough,8881,8881,8897,8913,9060,9014,8900
50,4,9,2,230,Alaska,Skagway Municipality,968,968,965,960,994,1012,1036
50,4,9,2,240,Alaska,Southeast Fairbanks Census Area,7029,7029,7053,7120,7149,6969,6931
50,4,9,2,261,Alaska,Valdez-Cordova Census Area,9636,9636,9678,9752,9736,9770,9488
50,4,9,2,270,Alaska,Wade Hampton Census Area,7459,7459,7473,7662,7795,7952,8010
50,4,9,2,275,Alaska,Wrangell City and Borough,2369,2365,2366,2381,2398,2404,2364
50,4,9,2,282,Alaska,Yakutat City and Borough,662,662,661,647,651,634,635
50,4,9,2,290,Alaska,Yukon-Koyukuk Census Area,5588,5588,5589,5733,5731,5654,5547
40,4,8,4,0,Arizona,Arizona,6392017,6392310,6411999,6472867,6556236,6634997,6731484
50,4,8,4,1,Arizona,Apache County,71518,71518,71749,72354,72911,71867,71828
50,4,8,4,3,Arizona,Cochise County,131346,131357,131868,133058,131919,129744,127448
50,4,8,4,5,Arizona,Coconino County,134421,134437,134603,134159,135949,136690,137682
50,4,8,4,7,Arizona,Gila County,53597,53597,53534,53469,53027,53063,53119
50,4,8,4,9,Arizona,Graham County,37220,37220,37139,37081,36945,37435,37957
50,4,8,4,11,Arizona,Greenlee County,8437,8437,8343,8593,8775,8944,9346
50,4,8,4,12,Arizona,La Paz County,20489,20489,20446,20443,20289,20331,20231
50,4,8,4,13,Arizona,Maricopa County,3817117,3817357,3823609,3870076,3942868,4013164,4087191
50,4,8,4,15,Arizona,Mohave County,200186,200186,200380,202642,203174,202855,203361
50,4,8,4,17,Arizona,Navajo County,107449,107494,107649,107374,106973,107346,108101
50,4,8,4,19,Arizona,Pima County,980263,980263,981935,988125,993094,998050,1004516
50,4,8,4,21,Arizona,Pinal County,375770,375770,385738,384073,388106,390965,401918
50,4,8,4,23,Arizona,Santa Cruz County,47420,47420,47384,47618,47433,47121,46695
50,4,8,4,25,Arizona,Yavapai County,211033,211015,210517,211185,212509,215389,218844
50,4,8,4,27,Arizona,Yuma County,195751,195750,197105,202617,202264,202033,203247
40,3,7,5,0,Arkansas,Arkansas,2915918,2915958,2922297,2938430,2949300,2958765,2966369
50,3,7,5,1,Arkansas,Arkansas County,19019,19018,19009,18887,18994,18820,18594
50,3,7,5,3,Arkansas,Ashley County,21853,21853,21835,21655,21497,21252,20948
50,3,7,5,5,Arkansas,Baxter County,41513,41513,41551,41287,41077,40996,40857
50,3,7,5,7,Arkansas,Benton County,221339,221344,222923,227769,232739,237301,242321
50,3,7,5,9,Arkansas,Boone County,36903,36903,36888,37040,37333,37389,37196
50,3,7,5,11,Arkansas,Bradley County,11508,11508,11489,11453,11298,11192,11148
50,3,7,5,13,Arkansas,Calhoun County,5368,5368,5330,5280,5299,5219,5202
50,3,7,5,15,Arkansas,Carroll County,27446,27446,27560,27470,27598,27760,27744
50,3,7,5,17,Arkansas,Chicot County,11800,11800,11794,11673,11458,11338,11180
50,3,7,5,19,Arkansas,Clark County,22995,22995,22950,22953,22822,22697,22576
50,3,7,5,21,Arkansas,Clay County,16083,16083,16057,15836,15580,15294,15118
50,3,7,5,23,Arkansas,Cleburne County,25970,25969,25989,25908,25778,25656,25634
50,3,7,5,25,Arkansas,Cleveland County,8689,8689,8690,8668,8615,8562,8449
50,3,7,5,27,Arkansas,Columbia County,24552,24552,24729,24670,24401,24266,23933
50,3,7,5,29,Arkansas,Conway County,21273,21271,21248,21151,21216,21176,21083
50,3,7,5,31,Arkansas,Craighead County,96443,96443,96726,98381,99903,101647,102518
50,3,7,5,33,Arkansas,Crawford County,61948,61948,61987,61848,61933,61658,61697
50,3,7,5,35,Arkansas,Crittenden County,50902,50902,50954,50528,50070,49758,49548
50,3,7,5,37,Arkansas,Cross County,17870,17866,17841,17747,17654,17504,17227
50,3,7,5,39,Arkansas,Dallas County,8116,8116,8061,8069,7965,7921,7755
50,3,7,5,41,Arkansas,Desha County,13008,13008,12970,12711,12574,12492,12264
50,3,7,5,43,Arkansas,Drew County,18509,18509,18673,18729,18775,18728,18622
50,3,7,5,45,Arkansas,Faulkner County,113237,113237,114039,116293,118529,119390,120768
50,3,7,5,47,Arkansas,Franklin County,18125,18125,18121,17986,17942,17945,17805
50,3,7,5,49,Arkansas,Fulton County,12245,12245,12212,12285,12241,12227,12125
50,3,7,5,51,Arkansas,Garland County,96024,96024,96156,96641,96837,97065,97322
50,3,7,5,53,Arkansas,Grant County,17853,17853,17887,17957,18035,18046,18144
50,3,7,5,55,Arkansas,Greene County,42090,42090,42193,42731,43158,43072,43694
50,3,7,5,57,Arkansas,Hempstead County,22609,22609,22566,22477,22325,22398,22327
50,3,7,5,59,Arkansas,Hot Spring County,32923,32923,33145,33047,33386,33440,33368
50,3,7,5,61,Arkansas,Howard County,13789,13789,13827,13844,13710,13544,13500
50,3,7,5,63,Arkansas,Independence County,36647,36647,36795,36803,36905,36843,36959
50,3,7,5,65,Arkansas,Izard County,13696,13696,13681,13573,13506,13364,13486
50,3,7,5,67,Arkansas,Jackson County,17997,17998,18048,17842,17640,17664,17534
50,3,7,5,69,Arkansas,Jefferson County,77435,77435,77311,76004,74580,73084,72297
50,3,7,5,71,Arkansas,Johnson County,25540,25540,25536,25663,25864,25887,26005
50,3,7,5,73,Arkansas,Lafayette County,7645,7645,7633,7536,7431,7245,7111
50,3,7,5,75,Arkansas,Lawrence County,17415,17412,17499,17285,17039,17061,16931
50,3,7,5,77,Arkansas,Lee County,10424,10424,10376,10289,10190,10041,9860
50,3,7,5,79,Arkansas,Lincoln County,14134,14134,14075,14329,14149,14043,13970
50,3,7,5,81,Arkansas,Little River County,13171,13168,13133,12950,12905,12741,12532
50,3,7,5,83,Arkansas,Logan County,22353,22353,22319,22286,22005,22076,21958
50,3,7,5,85,Arkansas,Lonoke County,68356,68354,68701,69410,70087,70834,71557
50,3,7,5,87,Arkansas,Madison County,15717,15720,15692,15690,15636,15721,15740
50,3,7,5,89,Arkansas,Marion County,16653,16653,16645,16635,16595,16427,16367
50,3,7,5,91,Arkansas,Miller County,43462,43462,43526,43732,43617,43380,43428
50,3,7,5,93,Arkansas,Mississippi County,46480,46480,46371,46035,45550,44734,44235
50,3,7,5,95,Arkansas,Monroe County,8149,8150,8122,8066,7840,7667,7582
50,3,7,5,97,Arkansas,Montgomery County,9487,9487,9485,9381,9315,9216,9082
50,3,7,5,99,Arkansas,Nevada County,8997,8997,8967,9001,8903,8789,8723
50,3,7,5,101,Arkansas,Newton County,8330,8330,8325,8274,8084,8068,7904
50,3,7,5,103,Arkansas,Ouachita County,26120,26121,26109,25746,25411,25013,24828
50,3,7,5,105,Arkansas,Perry County,10445,10441,10447,10386,10326,10344,10245
50,3,7,5,107,Arkansas,Phillips County,21757,21757,21686,21419,20772,20426,19930
50,3,7,5,109,Arkansas,Pike County,11291,11291,11277,11243,11266,11126,11024
50,3,7,5,111,Arkansas,Poinsett County,24583,24583,24544,24459,24325,24222,24246
50,3,7,5,113,Arkansas,Polk County,20662,20662,20679,20570,20440,20354,20225
50,3,7,5,115,Arkansas,Pope County,61754,61754,62110,62662,62717,62747,63201
50,3,7,5,117,Arkansas,Prairie County,8715,8715,8701,8565,8446,8360,8304
50,3,7,5,119,Arkansas,Pulaski County,382748,382796,383600,386862,389058,391536,392702
50,3,7,5,121,Arkansas,Randolph County,17969,17969,17950,17966,17851,17634,17571
50,3,7,5,123,Arkansas,St. Francis County,28258,28258,28172,27952,27883,27302,26899
50,3,7,5,125,Arkansas,Saline County,107118,107118,107631,109851,111668,114185,115719
50,3,7,5,127,Arkansas,Scott County,11233,11233,11267,11239,11007,10914,10693
50,3,7,5,129,Arkansas,Searcy County,8195,8195,8189,8077,7995,7990,7929
50,3,7,5,131,Arkansas,Sebastian County,125744,125744,125824,126916,127370,127118,126776
50,3,7,5,133,Arkansas,Sevier County,17058,17058,17138,17170,17174,17342,17426
50,3,7,5,135,Arkansas,Sharp County,17264,17267,17281,17275,17053,17068,16906
50,3,7,5,137,Arkansas,Stone County,12394,12394,12416,12585,12628,12533,12494
50,3,7,5,139,Arkansas,Union County,41639,41639,41580,41386,40904,40675,40227
50,3,7,5,141,Arkansas,Van Buren County,17295,17294,17296,17184,17155,16965,16851
50,3,7,5,143,Arkansas,Washington County,203065,203060,204019,207893,211734,216753,220792
50,3,7,5,145,Arkansas,White County,77076,77076,77339,78132,78652,78661,78592
50,3,7,5,147,Arkansas,Woodruff County,7260,7264,7243,7192,7071,7052,6910
50,3,7,5,149,Arkansas,Yell County,22185,22185,22159,21942,21811,21807,21951
40,4,9,6,0,California,California,37253956,37254503,37336011,37701901,38062780,38431393,38802500
50,4,9,6,1,California,Alameda County,1510271,1510261,1513625,1532518,1556249,1583226,1610921
50,4,9,6,3,California,Alpine County,1175,1175,1158,1111,1127,1150,1116
50,4,9,6,5,California,Amador County,38091,38091,37860,37520,37072,36602,36742
50,4,9,6,7,California,Butte County,220000,220000,219924,220025,221279,222420,224241
50,4,9,6,9,California,Calaveras County,45578,45578,45475,45117,44774,44614,44624
50,4,9,6,11,California,Colusa County,21419,21419,21459,21415,21397,21432,21419
50,4,9,6,13,California,Contra Costa County,1049025,1049197,1052894,1066587,1079358,1095980,1111339
50,4,9,6,15,California,Del Norte County,28610,28610,28580,28485,28226,27827,27212
50,4,9,6,17,California,El Dorado County,181058,181057,181163,180926,180605,181542,183087
50,4,9,6,19,California,Fresno County,930450,930452,932642,941260,948240,956102,965974
50,4,9,6,21,California,Glenn County,28122,28122,28101,28185,27938,27914,27955
50,4,9,6,23,California,Humboldt County,134623,134623,135022,135250,134680,134620,134809
50,4,9,6,25,California,Imperial County,174528,174528,174779,176300,177443,177517,179091
50,4,9,6,27,California,Inyo County,18546,18546,18532,18413,18416,18423,18410
50,4,9,6,29,California,Kern County,839631,839631,841762,849872,856502,865923,874589
50,4,9,6,31,California,Kings County,152982,152982,152418,152063,151340,150862,150269
50,4,9,6,33,California,Lake County,64665,64665,64757,64279,63984,63843,64184
50,4,9,6,35,California,Lassen County,34895,34895,34841,34297,33679,32212,31749
50,4,9,6,37,California,Los Angeles County,9818605,9818664,9827231,9898214,9974868,10053995,10116705
50,4,9,6,39,California,Madera County,150865,150865,151154,152148,152244,152165,154548
50,4,9,6,41,California,Marin County,252409,252409,252884,255413,256143,258821,260750
50,4,9,6,43,California,Mariposa County,18251,18250,18261,18184,17845,17758,17682
50,4,9,6,45,California,Mendocino County,87841,87840,87761,87460,87497,87471,87869
50,4,9,6,47,California,Merced County,255793,255798,256731,259698,261783,263481,266353
50,4,9,6,49,California,Modoc County,9686,9686,9708,9499,9332,9112,9023
50,4,9,6,51,California,Mono County,14202,14202,14249,14398,14306,14016,13997
50,4,9,6,53,California,Monterey County,415057,415057,416364,421393,426411,429123,431344
50,4,9,6,55,California,Napa County,136484,136530,136829,138056,139135,140580,141667
50,4,9,6,57,California,Nevada County,98764,98748,98752,98788,98333,98262,98893
50,4,9,6,59,California,Orange County,3010232,3010269,3018080,3056311,3089893,3121854,3145515
50,4,9,6,61,California,Placer County,348432,348494,350214,356897,361446,367339,371694
50,4,9,6,63,California,Plumas County,20007,20007,19918,19690,19341,18877,18606
50,4,9,6,65,California,Riverside County,2189641,2189757,2202553,2237696,2268019,2296956,2329271
50,4,9,6,67,California,Sacramento County,1418788,1418742,1421838,1435601,1448771,1463149,1482026
50,4,9,6,69,California,San Benito County,55269,55269,55532,56174,56871,57594,58267
50,4,9,6,71,California,San Bernardino County,2035210,2035215,2041689,2064663,2080651,2093306,2112619
50,4,9,6,73,California,San Diego County,3095313,3095308,3104543,3141768,3183413,3222558,3263431
50,4,9,6,75,California,San Francisco County,805235,805195,805825,816239,829691,841138,852469
50,4,9,6,77,California,San Joaquin County,685306,685308,687513,695479,701635,705027,715597
50,4,9,6,79,California,San Luis Obispo County,269637,269593,269860,271165,274528,276284,279083
50,4,9,6,81,California,San Mateo County,718451,718498,719951,729425,740738,750489,758581
50,4,9,6,83,California,Santa Barbara County,423895,423939,424331,425974,430728,436076,440668
50,4,9,6,85,California,Santa Clara County,1781642,1781672,1786930,1814105,1841098,1871107,1894605
50,4,9,6,87,California,Santa Cruz County,262382,262362,263213,264923,266632,269444,271804
50,4,9,6,89,California,Shasta County,177223,177223,177286,177950,178421,179137,179804
50,4,9,6,91,California,Sierra County,3240,3240,3221,3104,3076,3040,3003
50,4,9,6,93,California,Siskiyou County,44900,44900,44971,44719,44214,43773,43628
50,4,9,6,95,California,Solano County,413344,413344,414101,416945,420724,425219,431131
50,4,9,6,97,California,Sonoma County,483878,483880,484666,487722,490838,495432,500292
50,4,9,6,99,California,Stanislaus County,514453,514451,515283,518270,522134,526286,531997
50,4,9,6,101,California,Sutter County,94737,94737,94814,94750,94637,95287,95847
50,4,9,6,103,California,Tehama County,63463,63461,63638,63321,63263,63130,63067
50,4,9,6,105,California,Trinity County,13786,13786,13755,13712,13495,13444,13170
50,4,9,6,107,California,Tulare County,442179,442182,443292,447824,451499,454725,458198
50,4,9,6,109,California,Tuolumne County,55365,55365,55168,54724,54100,53911,53831
50,4,9,6,111,California,Ventura County,823318,823420,825353,830973,835476,840972,846178
50,4,9,6,113,California,Yolo County,200849,200850,201167,202303,204265,205485,207590
50,4,9,6,115,California,Yuba County,72155,72155,72390,72600,72977,73361,73966
40,4,8,8,0,Colorado,Colorado,5029196,5029324,5048575,5119661,5191709,5272086,5355866
50,4,8,8,1,Colorado,Adams County,441603,441687,443668,452202,460653,470547,480718
50,4,8,8,3,Colorado,Alamosa County,15445,15445,15901,16107,16113,16256,16177
50,4,8,8,5,Colorado,Arapahoe County,572003,572158,574577,585845,596051,608128,618821
50,4,8,8,7,Colorado,Archuleta County,12084,12084,12065,12022,12129,12202,12244
50,4,8,8,9,Colorado,Baca County,3788,3788,3787,3807,3756,3679,3645
50,4,8,8,11,Colorado,Bent County,6499,6499,6509,6322,5807,5734,5630
50,4,8,8,13,Colorado,Boulder County,294567,294571,295967,300650,305483,310396,313333
50,4,8,8,14,Colorado,Broomfield County,55889,55860,56266,57433,58992,60306,62138
50,4,8,8,15,Colorado,Chaffee County,17809,17809,17803,18001,18103,18335,18363
50,4,8,8,17,Colorado,Cheyenne County,1836,1836,1835,1869,1887,1898,1871
50,4,8,8,19,Colorado,Clear Creek County,9088,9088,9105,9077,9091,9110,9187
50,4,8,8,21,Colorado,Conejos County,8256,8256,8277,8308,8273,8258,8265
50,4,8,8,23,Colorado,Costilla County,3524,3524,3528,3649,3605,3539,3568
50,4,8,8,25,Colorado,Crowley County,5823,5823,5845,5842,5412,5333,5360
50,4,8,8,27,Colorado,Custer County,4255,4255,4276,4224,4240,4271,4361
50,4,8,8,29,Colorado,Delta County,30952,30952,30870,30377,30449,30326,29870
50,4,8,8,31,Colorado,Denver County,600158,600025,603365,619390,633868,648401,663862
50,4,8,8,33,Colorado,Dolores County,2064,2064,2062,2029,1991,2025,1978
50,4,8,8,35,Colorado,Douglas County,285465,285465,286920,292538,298576,306297,314638
50,4,8,8,37,Colorado,Eagle County,52197,52197,52099,51755,51951,52441,52921
50,4,8,8,39,Colorado,Elbert County,23086,23086,23107,23280,23432,23713,24195
50,4,8,8,41,Colorado,El Paso County,622263,622261,626895,636944,645724,655453,663519
50,4,8,8,43,Colorado,Fremont County,46824,46824,46885,47431,47114,46463,46502
50,4,8,8,45,Colorado,Garfield County,56389,56389,56077,56003,56777,57102,57461
50,4,8,8,47,Colorado,Gilpin County,5441,5441,5463,5447,5453,5572,5851
50,4,8,8,49,Colorado,Grand County,14843,14843,14786,14557,14182,14319,14546
50,4,8,8,51,Colorado,Gunnison County,15324,15324,15369,15451,15463,15505,15725
50,4,8,8,53,Colorado,Hinsdale County,843,843,847,831,801,812,786
50,4,8,8,55,Colorado,Huerfano County,6711,6711,6673,6519,6588,6507,6462
50,4,8,8,57,Colorado,Jackson County,1394,1394,1383,1381,1347,1364,1396
50,4,8,8,59,Colorado,Jefferson County,534543,534583,535600,539540,545621,551548,558503
50,4,8,8,61,Colorado,Kiowa County,1398,1398,1395,1456,1437,1420,1402
50,4,8,8,63,Colorado,Kit Carson County,8270,8270,8238,8192,8093,8016,8072
50,4,8,8,65,Colorado,Lake County,7310,7310,7263,7373,7274,7290,7357
50,4,8,8,67,Colorado,La Plata County,51334,51334,51338,51770,52305,53334,53989
50,4,8,8,69,Colorado,Larimer County,299630,299630,300484,305241,310835,316494,324122
50,4,8,8,71,Colorado,Las Animas County,15507,15507,15416,15045,14986,14444,14052
50,4,8,8,73,Colorado,Lincoln County,5467,5469,5472,5438,5446,5431,5510
50,4,8,8,75,Colorado,Logan County,22709,22709,22789,22687,22613,22407,22524
50,4,8,8,77,Colorado,Mesa County,146723,146723,146485,147380,147724,147699,148255
50,4,8,8,79,Colorado,Mineral County,712,712,703,712,709,723,698
50,4,8,8,81,Colorado,Moffat County,13795,13795,13802,13420,13167,13115,12928
50,4,8,8,83,Colorado,Montezuma County,25535,25535,25537,25444,25424,25667,25772
50,4,8,8,85,Colorado,Montrose County,41276,41278,41177,40910,40722,40744,40873
50,4,8,8,87,Colorado,Morgan County,28159,28159,28141,28498,28355,28389,28328
50,4,8,8,89,Colorado,Otero County,18831,18831,18901,18889,18712,18572,18488
50,4,8,8,91,Colorado,Ouray County,4436,4434,4460,4449,4545,4578,4629
50,4,8,8,93,Colorado,Park County,16206,16201,16264,16091,16043,16128,16345
50,4,8,8,95,Colorado,Phillips County,4442,4442,4460,4371,4376,4355,4363
50,4,8,8,97,Colorado,Pitkin County,17148,17148,17149,17127,17232,17381,17626
50,4,8,8,99,Colorado,Prowers County,12551,12551,12571,12505,12405,12281,12034
50,4,8,8,101,Colorado,Pueblo County,159063,159063,159536,160213,160840,161320,161875
50,4,8,8,103,Colorado,Rio Blanco County,6666,6666,6660,6774,6793,6759,6707
50,4,8,8,105,Colorado,Rio Grande County,11982,11982,12020,11924,11893,11755,11607
50,4,8,8,107,Colorado,Routt County,23509,23509,23426,23182,23207,23458,23865
50,4,8,8,109,Colorado,Saguache County,6108,6108,6131,6185,6319,6226,6196
50,4,8,8,111,Colorado,San Juan County,699,699,708,697,695,699,720
50,4,8,8,113,Colorado,San Miguel County,7359,7359,7356,7488,7604,7697,7840
50,4,8,8,115,Colorado,Sedgwick County,2379,2379,2370,2374,2377,2354,2348
50,4,8,8,117,Colorado,Summit County,27994,27994,28063,27960,28228,28755,29404
50,4,8,8,119,Colorado,Teller County,23350,23350,23456,23334,23376,23258,23389
50,4,8,8,121,Colorado,Washington County,4814,4814,4805,4808,4736,4774,4780
50,4,8,8,123,Colorado,Weld County,252825,252837,254173,258737,264189,270560,277670
50,4,8,8,125,Colorado,Yuma County,10043,10043,10016,10156,10117,10163,10202
40,1,1,9,0,Connecticut,Connecticut,3574097,3574096,3579345,3590537,3594362,3599341,3596677
50,1,1,9,1,Connecticut,Fairfield County,916829,916828,919506,928722,935290,942119,945438
50,1,1,9,3,Connecticut,Hartford County,894014,894029,895197,897142,897698,898848,897985
50,1,1,9,5,Connecticut,Litchfield County,189927,189927,189742,188898,187415,186660,184993
50,1,1,9,7,Connecticut,Middlesex County,165676,165676,165625,166195,165520,165389,164943
50,1,1,9,9,Connecticut,New Haven County,862477,862474,863367,864049,864031,863016,861277
50,1,1,9,11,Connecticut,New London County,274055,274046,274102,274056,274544,273976,273676
50,1,1,9,13,Connecticut,Tolland County,152691,152682,153199,153056,151925,151706,151367
50,1,1,9,15,Connecticut,Windham County,118428,118434,118607,118419,117939,117627,116998
40,3,5,10,0,Delaware,Delaware,897934,897936,899731,907829,916881,925240,935614
50,3,5,10,1,Delaware,Kent County,162310,162344,162954,165214,167666,169562,171987
50,3,5,10,3,Delaware,New Castle County,538479,538477,538873,542324,546021,549233,552778
