SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014
50,2,4,29,215,Missouri,Texas County,26008,26008,26023,25932,25748,25637,25642
50,2,4,29,217,Missouri,Vernon County,21159,21159,21150,21005,20798,20967,21001
50,2,4,29,219,Missouri,Warren County,32513,32513,32574,32614,32785,33010,33253
50,2,4,29,221,Missouri,Washington County,25195,25196,25164,25094,25091,25137,25077
50,2,4,29,223,Missouri,Wayne County,13521,13523,13513,13386,13377,13421,13452
50,2,4,29,225,Missouri,Webster County,36202,36202,36278,36302,36334,36502,36888
50,2,4,29,227,Missouri,Worth County,2171,2171,2152,2123,2078,2086,2073
50,2,4,29,229,Missouri,Wright County,18815,18815,18859,18635,18610,18430,18291
50,2,4,29,510,Missouri,St. Louis city,319294,319365,319258,319188,319274,318496,317419
40,4,8,30,0,Montana,Montana,989415,989417,990575,997661,1005163,1014864,1023579
50,4,8,30,1,Montana,Beaverhead County,9246,9246,9248,9212,9356,9308,9345
50,4,8,30,3,Montana,Big Horn County,12865,12865,12919,13054,13008,13134,13282
50,4,8,30,5,Montana,Blaine County,6491,6491,6484,6556,6637,6582,6619
50,4,8,30,7,Montana,Broadwater County,5612,5615,5638,5732,5762,5687,5667
50,4,8,30,9,Montana,Carbon County,10078,10075,10057,10076,10109,10305,10399
50,4,8,30,11,Montana,Carter County,1160,1160,1154,1142,1174,1169,1169
50,4,8,30,13,Montana,Cascade County,81327,81327,81506,81747,81765,82404,82344
50,4,8,30,15,Montana,Chouteau County,5813,5813,5811,5803,5927,5861,5894
50,4,8,30,17,Montana,Custer County,11699,11699,11699,11772,11845,11936,12092
50,4,8,30,19,Montana,Daniels County,1751,1751,1742,1769,1779,1783,1793
50,4,8,30,21,Montana,Dawson County,8966,8963,8930,9006,9239,9400,9518
50,4,8,30,23,Montana,Deer Lodge County,9298,9294,9297,9261,9222,9287,9150
50,4,8,30,25,Montana,Fallon County,2890,2890,2891,2934,3031,3056,3108
50,4,8,30,27,Montana,Fergus County,11586,11586,11578,11498,11439,11522,11442
50,4,8,30,29,Montana,Flathead County,90928,90928,90902,91222,91692,93125,94924
50,4,8,30,31,Montana,Gallatin County,89513,89510,89599,91333,92604,94694,97308
50,4,8,30,33,Montana,Garfield County,1206,1209,1186,1277,1264,1282,1309
50,4,8,30,35,Montana,Glacier County,13399,13399,13447,13578,13684,13801,13696
50,4,8,30,37,Montana,Golden Valley County,884,884,883,840,842,857,852
50,4,8,30,39,Montana,Granite County,3079,3079,3073,3145,3107,3130,3209
50,4,8,30,41,Montana,Hill County,16096,16096,16142,16403,16427,16604,16596
50,4,8,30,43,Montana,Jefferson County,11406,11406,11410,11450,11400,11505,11558
50,4,8,30,45,Montana,Judith Basin County,2072,2072,2062,2028,2021,2011,1991
50,4,8,30,47,Montana,Lake County,28746,28746,28785,29029,28999,29023,29099
50,4,8,30,49,Montana,Lewis and Clark County,63395,63395,63590,64237,64845,65333,65856
50,4,8,30,51,Montana,Liberty County,2339,2339,2354,2382,2395,2373,2359
50,4,8,30,53,Montana,Lincoln County,19687,19687,19681,19599,19469,19403,19125
50,4,8,30,55,Montana,McCone County,1734,1734,1734,1708,1693,1704,1694
50,4,8,30,57,Montana,Madison County,7691,7691,7683,7695,7725,7694,7820
50,4,8,30,59,Montana,Meagher County,1891,1891,1890,1888,1897,1912,1853
50,4,8,30,61,Montana,Mineral County,4223,4223,4211,4248,4164,4271,4257
50,4,8,30,63,Montana,Missoula County,109299,109299,109425,110121,111054,111769,112684
50,4,8,30,65,Montana,Musselshell County,4538,4538,4548,4745,4675,4625,4589
50,4,8,30,67,Montana,Park County,15636,15636,15586,15502,15580,15660,15880
50,4,8,30,69,Montana,Petroleum County,494,494,492,490,509,505,485
50,4,8,30,71,Montana,Phillips County,4253,4253,4266,4206,4127,4179,4192
50,4,8,30,73,Montana,Pondera County,6153,6153,6172,6214,6193,6258,6219
50,4,8,30,75,Montana,Powder River County,1743,1743,1728,1750,1755,1751,1783
50,4,8,30,77,Montana,Powell County,7027,7027,7017,7076,7085,6965,6909
50,4,8,30,79,Montana,Prairie County,1179,1179,1189,1158,1157,1176,1148
50,4,8,30,81,Montana,Ravalli County,40212,40212,40325,40385,40637,40824,41030
50,4,8,30,83,Montana,Richland County,9746,9746,9738,10133,10794,11187,11576
50,4,8,30,85,Montana,Roosevelt County,10425,10425,10438,10525,10885,11124,11332
50,4,8,30,87,Montana,Rosebud County,9233,9235,9266,9364,9382,9336,9326
50,4,8,30,89,Montana,Sanders County,11413,11413,11395,11374,11383,11348,11364
50,4,8,30,91,Montana,Sheridan County,3384,3384,3373,3441,3580,3658,3696
50,4,8,30,93,Montana,Silver Bow County,34200,34204,34239,34388,34493,34512,34680
50,4,8,30,95,Montana,Stillwater County,9117,9117,9111,9162,9195,9310,9290
50,4,8,30,97,Montana,Sweet Grass County,3651,3651,3613,3583,3587,3662,3665
50,4,8,30,99,Montana,Teton County,6073,6073,6078,6084,6072,6075,6064
50,4,8,30,101,Montana,Toole County,5324,5324,5342,5170,5231,5149,5150
50,4,8,30,103,Montana,Treasure County,718,718,719,720,730,699,692
50,4,8,30,105,Montana,Valley County,7369,7369,7367,7472,7494,7619,7640
50,4,8,30,107,Montana,Wheatland County,2168,2168,2158,2139,2099,2131,2102
50,4,8,30,109,Montana,Wibaux County,1017,1017,1006,990,1057,1126,1121
50,4,8,30,111,Montana,Yellowstone County,147972,147975,148398,149845,151888,154060,155634
40,2,4,31,0,Nebraska,Nebraska,1826341,1826341,1829865,1842232,1855487,1868969,1881503
50,2,4,31,1,Nebraska,Adams County,31364,31364,31333,31224,31384,31581,31457
50,2,4,31,3,Nebraska,Antelope County,6685,6685,6658,6622,6520,6456,6398
50,2,4,31,5,Nebraska,Arthur County,460,460,464,469,482,451,453
50,2,4,31,7,Nebraska,Banner County,690,690,698,741,773,777,764
50,2,4,31,9,Nebraska,Blaine County,478,478,472,496,512,481,504
50,2,4,31,11,Nebraska,Boone County,5505,5505,5496,5389,5407,5375,5353
50,2,4,31,13,Nebraska,Box Butte County,11308,11308,11293,11308,11291,11310,11340
50,2,4,31,15,Nebraska,Boyd County,2099,2099,2100,2083,2059,2019,2033
50,2,4,31,17,Nebraska,Brown County,3145,3143,3144,3076,3021,2924,2941
50,2,4,31,19,Nebraska,Buffalo County,46102,46102,46174,46839,47644,48058,48224
50,2,4,31,21,Nebraska,Burt County,6858,6858,6838,6782,6672,6583,6573
50,2,4,31,23,Nebraska,Butler County,8395,8395,8370,8307,8308,8324,8249
50,2,4,31,25,Nebraska,Cass County,25241,25241,25254,25256,25159,25381,25524
50,2,4,31,27,Nebraska,Cedar County,8852,8852,8829,8786,8770,8686,8610
50,2,4,31,29,Nebraska,Chase County,3966,3966,3963,3999,4033,3977,3978
50,2,4,31,31,Nebraska,Cherry County,5713,5713,5715,5749,5738,5779,5762
50,2,4,31,33,Nebraska,Cheyenne County,9998,9998,9961,9968,10062,10079,10148
50,2,4,31,35,Nebraska,Clay County,6542,6542,6542,6476,6407,6383,6315
50,2,4,31,37,Nebraska,Colfax County,10515,10515,10539,10569,10541,10406,10504
50,2,4,31,39,Nebraska,Cuming County,9139,9139,9144,9137,9090,9005,9027
50,2,4,31,41,Nebraska,Custer County,10939,10943,10913,10874,10788,10796,10728
50,2,4,31,43,Nebraska,Dakota County,21006,21006,21029,20851,20837,20944,20850
50,2,4,31,45,Nebraska,Dawes County,9182,9182,9172,9230,9167,9093,9042
50,2,4,31,47,Nebraska,Dawson County,24326,24326,24354,24324,24100,24152,24096
50,2,4,31,49,Nebraska,Deuel County,1941,1941,1937,1970,1973,1934,1940
50,2,4,31,51,Nebraska,Dixon County,6000,6000,5970,6007,5907,5835,5782
50,2,4,31,53,Nebraska,Dodge County,36691,36691,36701,36979,36670,36617,36744
50,2,4,31,55,Nebraska,Douglas County,517110,517110,518594,524611,531309,537529,543244
50,2,4,31,57,Nebraska,Dundy County,2008,2008,2008,1976,1991,1969,1886
50,2,4,31,59,Nebraska,Fillmore County,5890,5890,5889,5852,5748,5685,5661
50,2,4,31,61,Nebraska,Franklin County,3225,3225,3231,3216,3190,3091,3076
50,2,4,31,63,Nebraska,Frontier County,2756,2756,2753,2729,2731,2712,2705
50,2,4,31,65,Nebraska,Furnas County,4959,4959,4954,4937,4903,4856,4888
50,2,4,31,67,Nebraska,Gage County,22311,22311,22286,21946,21735,21816,21663
50,2,4,31,69,Nebraska,Garden County,2057,2057,2078,2044,1962,1904,1911
50,2,4,31,71,Nebraska,Garfield County,2049,2049,2041,1993,1991,2033,2003
50,2,4,31,73,Nebraska,Gosper County,2044,2044,2048,1953,2038,1974,1970
50,2,4,31,75,Nebraska,Grant County,614,614,612,630,615,625,619
50,2,4,31,77,Nebraska,Greeley County,2538,2538,2544,2534,2457,2483,2482
50,2,4,31,79,Nebraska,Hall County,58607,58607,58797,59568,60335,60923,61492
50,2,4,31,81,Nebraska,Hamilton County,9124,9114,9127,9079,9025,9122,9135
50,2,4,31,83,Nebraska,Harlan County,3423,3423,3427,3452,3426,3513,3492
50,2,4,31,85,Nebraska,Hayes County,967,967,960,983,947,973,933
50,2,4,31,87,Nebraska,Hitchcock County,2908,2908,2893,2871,2883,2873,2901
50,2,4,31,89,Nebraska,Holt County,10435,10435,10451,10460,10409,10438,10403
50,2,4,31,91,Nebraska,Hooker County,736,736,734,742,711,732,728
50,2,4,31,93,Nebraska,Howard County,6274,6274,6265,6302,6305,6341,6362
50,2,4,31,95,Nebraska,Jefferson County,7547,7547,7534,7557,7551,7547,7335
50,2,4,31,97,Nebraska,Johnson County,5217,5217,5216,5194,5164,5129,5185
50,2,4,31,99,Nebraska,Kearney County,6489,6489,6497,6573,6534,6553,6644
50,2,4,31,101,Nebraska,Keith County,8368,8368,8359,8219,8210,8121,8121
50,2,4,31,103,Nebraska,Keya Paha County,824,824,821,824,799,797,810
50,2,4,31,105,Nebraska,Kimball County,3821,3821,3827,3787,3785,3687,3713
50,2,4,31,107,Nebraska,Knox County,8701,8701,8668,8581,8579,8557,8482
50,2,4,31,109,Nebraska,Lancaster County,285407,285407,286134,289945,293469,297285,301795
50,2,4,31,111,Nebraska,Lincoln County,36288,36288,36267,36069,36029,36092,35815
50,2,4,31,113,Nebraska,Logan County,763,763,768,767,771,764,750
50,2,4,31,115,Nebraska,Loup County,632,628,626,614,600,581,588
50,2,4,31,117,Nebraska,McPherson County,539,539,538,546,505,523,498
50,2,4,31,119,Nebraska,Madison County,34876,34876,34950,35016,35122,35251,35174
50,2,4,31,121,Nebraska,Merrick County,7845,7855,7854,7734,7797,7801,7766
50,2,4,31,123,Nebraska,Morrill County,5042,5042,5040,4930,4875,4882,4862
50,2,4,31,125,Nebraska,Nance County,3735,3735,3729,3732,3703,3600,3570
50,2,4,31,127,Nebraska,Nemaha County,7248,7248,7247,7273,7197,7178,7175
50,2,4,31,129,Nebraska,Nuckolls County,4500,4500,4507,4451,4431,4395,4369
50,2,4,31,131,Nebraska,Otoe County,15740,15740,15758,15772,15704,15717,15797
50,2,4,31,133,Nebraska,Pawnee County,2773,2773,2775,2785,2782,2726,2702
50,2,4,31,135,Nebraska,Perkins County,2970,2970,2987,2956,2947,2910,2891
50,2,4,31,137,Nebraska,Phelps County,9188,9188,9185,9159,9216,9197,9187
50,2,4,31,139,Nebraska,Pierce County,7266,7266,7261,7196,7180,7164,7202
50,2,4,31,141,Nebraska,Platte County,32237,32237,32268,32420,32558,32513,32666
50,2,4,31,143,Nebraska,Polk County,5406,5406,5389,5341,5282,5250,5271
50,2,4,31,145,Nebraska,Red Willow County,11055,11055,11052,11011,11013,11023,10867
50,2,4,31,147,Nebraska,Richardson County,8363,8363,8343,8322,8267,8125,8128
50,2,4,31,149,Nebraska,Rock County,1526,1528,1524,1445,1393,1417,1443
50,2,4,31,151,Nebraska,Saline County,14200,14200,14231,14355,14447,14298,14252
50,2,4,31,153,Nebraska,Sarpy County,158840,158840,159748,162655,165822,169358,172193
50,2,4,31,155,Nebraska,Saunders County,20780,20780,20858,20872,20807,20881,20919
50,2,4,31,157,Nebraska,Scotts Bluff County,36970,36970,37060,36924,36902,36870,36465
50,2,4,31,159,Nebraska,Seward County,16750,16750,16788,16728,16965,17064,17150
50,2,4,31,161,Nebraska,Sheridan County,5469,5469,5457,5389,5355,5252,5259
50,2,4,31,163,Nebraska,Sherman County,3152,3152,3149,3141,3124,3110,3074
50,2,4,31,165,Nebraska,Sioux County,1311,1311,1312,1326,1321,1319,1303
50,2,4,31,167,Nebraska,Stanton County,6129,6129,6128,6181,6093,6084,6069
50,2,4,31,169,Nebraska,Thayer County,5228,5228,5218,5171,5154,5196,5230
50,2,4,31,171,Nebraska,Thomas County,647,647,650,689,691,696,687
50,2,4,31,173,Nebraska,Thurston County,6940,6940,6973,6909,6923,6897,6969
50,2,4,31,175,Nebraska,Valley County,4260,4260,4258,4243,4229,4197,4204
50,2,4,31,177,Nebraska,Washington County,20234,20234,20276,20263,20291,20231,20258
50,2,4,31,179,Nebraska,Wayne County,9595,9595,9600,9456,9514,9437,9431
50,2,4,31,181,Nebraska,Webster County,3812,3812,3814,3766,3753,3675,3658
50,2,4,31,183,Nebraska,Wheeler County,818,818,821,812,792,758,766
50,2,4,31,185,Nebraska,York County,13665,13665,13645,13744,13815,13863,13917
40,4,8,32,0,Nevada,Nevada,2700551,2700692,2703493,2718586,2755245,2791494,2839099
50,4,8,32,1,Nevada,Churchill County,24877,24877,24798,24587,24317,24045,23989
50,4,8,32,3,Nevada,Clark County,1951269,1951269,1953263,1967159,1998646,2029316,2069681
50,4,8,32,5,Nevada,Douglas County,46997,46997,47038,47028,46991,47081,47536
50,4,8,32,7,Nevada,Elko County,48818,48942,49074,49505,51078,52531,52766
50,4,8,32,9,Nevada,Esmeralda County,783,784,777,750,763,832,822
50,4,8,32,11,Nevada,Eureka County,1987,1987,1995,1984,1996,2071,2018
50,4,8,32,13,Nevada,Humboldt County,16528,16525,16603,16661,17101,17369,17279
50,4,8,32,15,Nevada,Lander County,5775,5775,5789,5848,5929,6074,6009
50,4,8,32,17,Nevada,Lincoln County,5345,5345,5362,5269,5348,5248,5184
50,4,8,32,19,Nevada,Lyon County,51980,51980,52065,51484,51158,51400,51789
50,4,8,32,21,Nevada,Mineral County,4772,4772,4785,4630,4662,4559,4500
50,4,8,32,23,Nevada,Nye County,43946,43945,43864,43322,42923,42298,42282
50,4,8,32,27,Nevada,Pershing County,6753,6753,6742,6640,6765,6862,6698
50,4,8,32,29,Nevada,Storey County,4010,4010,3997,3956,3915,3889,3912
50,4,8,32,31,Nevada,Washoe County,421407,421427,422035,424902,429086,433824,440078
50,4,8,32,33,Nevada,White Pine County,10030,10030,10046,10114,9989,10034,10034
50,4,8,32,510,Nevada,Carson City,55274,55274,55260,54747,54578,54061,54522
40,1,1,33,0,New Hampshire,New Hampshire,1316470,1316466,1316517,1318109,1321297,1322616,1326813
50,1,1,33,1,New Hampshire,Belknap County,60088,60092,60109,60253,60394,60201,60305
50,1,1,33,3,New Hampshire,Carroll County,47818,47820,47810,47736,47667,47505,47399
50,1,1,33,5,New Hampshire,Cheshire County,77117,77117,76914,76792,76758,76399,76115
50,1,1,33,7,New Hampshire,Coos County,33055,33052,32957,32460,31977,31962,31653
50,1,1,33,9,New Hampshire,Grafton County,89118,89114,89105,89067,89342,89628,89658
50,1,1,33,11,New Hampshire,Hillsborough County,400721,400721,400982,401716,402600,403398,405184
50,1,1,33,13,New Hampshire,Merrimack County,146445,146442,146411,146681,146987,147150,147171
50,1,1,33,15,New Hampshire,Rockingham County,295223,295220,295306,295999,297841,298745,300621
50,1,1,33,17,New Hampshire,Strafford County,123143,123146,123203,123945,124543,124642,125604
50,1,1,33,19,New Hampshire,Sullivan County,43742,43742,43720,43460,43188,42986,43103
40,1,2,34,0,New Jersey,New Jersey,8791894,8791936,8803580,8842614,8876000,8911502,8938175
50,1,2,34,1,New Jersey,Atlantic County,274549,274549,274762,274923,275566,276167,275209
50,1,2,34,3,New Jersey,Bergen County,905116,905117,906748,914087,920440,927434,933572
50,1,2,34,5,New Jersey,Burlington County,448734,448728,449174,450531,451207,450141,449722
50,1,2,34,7,New Jersey,Camden County,513657,513678,513630,513261,513104,512125,511038
50,1,2,34,9,New Jersey,Cape May County,97265,97265,97278,96562,96398,95849,95344
50,1,2,34,11,New Jersey,Cumberland County,156898,156898,157200,157607,157794,157153,157389
50,1,2,34,13,New Jersey,Essex County,783969,783987,784608,787232,788425,792091,795723
50,1,2,34,15,New Jersey,Gloucester County,288288,288288,288602,289363,289671,289940,290951
50,1,2,34,17,New Jersey,Hudson County,634266,634277,636294,648197,656879,663906,669115
50,1,2,34,19,New Jersey,Hunterdon County,128349,127351,127343,127253,126593,126473,126067
50,1,2,34,21,New Jersey,Mercer County,366513,367508,368043,367941,369057,371052,371537
50,1,2,34,23,New Jersey,Middlesex County,809858,809860,811272,817400,824447,830815,836297
50,1,2,34,25,New Jersey,Monmouth County,630380,630378,630649,629835,629176,629569,629279
50,1,2,34,27,New Jersey,Morris County,492276,492279,492706,495782,497630,499672,499727
50,1,2,34,29,New Jersey,Ocean County,576567,576565,577651,578990,580709,583412,586301
50,1,2,34,31,New Jersey,Passaic County,501226,501624,502201,503946,505013,506998,508856
50,1,2,34,33,New Jersey,Salem County,66083,66083,65992,66028,65664,65106,64715
50,1,2,34,35,New Jersey,Somerset County,323444,323441,324171,326795,328691,331297,332568
50,1,2,34,37,New Jersey,Sussex County,149265,148869,148770,148034,146985,145740,144909
50,1,2,34,39,New Jersey,Union County,536499,536499,537810,540709,545001,549723,552939
50,1,2,34,41,New Jersey,Warren County,108692,108692,108676,108138,107550,106839,106917
40,4,8,35,0,New Mexico,New Mexico,2059179,2059192,2064950,2078407,2084594,2086895,2085572
50,4,8,35,1,New Mexico,Bernalillo County,662564,662555,664110,669604,672995,674883,675551
50,4,8,35,3,New Mexico,Catron County,3725,3725,3741,3714,3652,3592,3556
50,4,8,35,5,New Mexico,Chaves County,65645,65645,65779,65726,65828,66041,65878
50,4,8,35,6,New Mexico,Cibola County,27213,27213,27303,27509,27318,27483,27349
50,4,8,35,7,New Mexico,Colfax County,13750,13750,13739,13618,13230,13054,12680
50,4,8,35,9,New Mexico,Curry County,48376,48376,48962,49681,50674,50580,50969
50,4,8,35,11,New Mexico,De Baca County,2022,2022,2016,1967,1935,1891,1825
50,4,8,35,13,New Mexico,Doña Ana County,209233,209241,210237,212890,214208,213697,213676
50,4,8,35,15,New Mexico,Eddy County,53829,53829,53897,54021,54370,55486,56395
50,4,8,35,17,New Mexico,Grant County,29514,29514,29383,29385,29339,29310,29096
50,4,8,35,19,New Mexico,Guadalupe County,4687,4687,4688,4646,4607,4560,4468
50,4,8,35,21,New Mexico,Harding County,695,695,688,713,701,688,683
50,4,8,35,23,New Mexico,Hidalgo County,4894,4894,4851,4844,4789,4626,4560
50,4,8,35,25,New Mexico,Lea County,64727,64727,64644,65103,66286,68347,69999
50,4,8,35,27,New Mexico,Lincoln County,20497,20497,20470,20402,20208,20023,19706
50,4,8,35,28,New Mexico,Los Alamos County,17950,17950,18012,18181,18162,17831,17682
50,4,8,35,29,New Mexico,Luna County,25095,25095,25116,25147,25019,24778,24673
50,4,8,35,31,New Mexico,McKinley County,71492,71491,71766,73497,72716,73332,74098
50,4,8,35,33,New Mexico,Mora County,4881,4881,4883,4783,4679,4673,4592
50,4,8,35,35,New Mexico,Otero County,63797,63799,64396,65597,66102,65900,65082
50,4,8,35,37,New Mexico,Quay County,9041,9041,9050,9064,8798,8697,8501
50,4,8,35,39,New Mexico,Rio Arriba County,40246,40247,40318,40333,40260,40088,39777
50,4,8,35,41,New Mexico,Roosevelt County,19846,19846,20011,20459,20336,19983,19536
50,4,8,35,43,New Mexico,Sandoval County,131561,131563,132367,134183,135319,136479,137608
50,4,8,35,45,New Mexico,San Juan County,130044,130045,130155,128035,128367,126448,123785
50,4,8,35,47,New Mexico,San Miguel County,29393,29393,29377,29305,28953,28623,28239
50,4,8,35,49,New Mexico,Santa Fe County,144170,144171,144503,145447,146385,147306,148164
50,4,8,35,51,New Mexico,Sierra County,11988,11988,12039,12040,11893,11571,11325
50,4,8,35,53,New Mexico,Socorro County,17866,17864,17830,17840,17527,17531,17310
50,4,8,35,55,New Mexico,Taos County,32937,32940,32906,32941,32817,33030,33084
50,4,8,35,57,New Mexico,Torrance County,16383,16383,16380,16411,16072,15713,15611
50,4,8,35,59,New Mexico,Union County,4549,4551,4541,4428,4419,4381,4297
50,4,8,35,61,New Mexico,Valencia County,76569,76574,76792,76893,76630,76270,75817
40,1,2,36,0,New York,New York,19378102,19378112,19400867,19521745,19607140,19695680,19746227
50,1,2,36,1,New York,Albany County,304204,304208,304005,304840,306186,307418,308171
50,1,2,36,3,New York,Allegany County,48946,48946,48986,48862,48289,48060,47736
50,1,2,36,5,New York,Bronx County,1385108,1385108,1388314,1399815,1414225,1427317,1438159
50,1,2,36,7,New York,Broome County,200600,200600,200428,199335,198670,198203,197349
50,1,2,36,9,New York,Cattaraugus County,80317,80317,80227,79820,79342,78996,78600
50,1,2,36,11,New York,Cayuga County,80026,80025,79826,79803,79617,79335,78823
50,1,2,36,13,New York,Chautauqua County,134905,134905,134839,134316,133458,133115,132053
50,1,2,36,15,New York,Chemung County,88830,88830,88947,88973,89231,88485,87770
50,1,2,36,17,New York,Chenango County,50477,50479,50332,50214,49849,49518,49426
50,1,2,36,19,New York,Clinton County,82128,82128,82066,81849,81826,81773,81632
50,1,2,36,21,New York,Columbia County,63096,63096,63015,62644,62554,62289,62122
50,1,2,36,23,New York,Cortland County,49336,49303,49257,49520,49203,49149,49024
50,1,2,36,25,New York,Delaware County,47980,47989,47856,47625,47166,46885,46581
50,1,2,36,27,New York,Dutchess County,297488,297448,297687,298272,297340,297063,296579
50,1,2,36,29,New York,Erie County,919040,919064,918836,919709,920205,921883,922835
50,1,2,36,31,New York,Essex County,39370,39372,39289,39468,39066,38857,38679
50,1,2,36,33,New York,Franklin County,51599,51597,51582,51547,51813,51335,51262
50,1,2,36,35,New York,Fulton County,55531,55531,55451,55255,55013,54528,54105
50,1,2,36,37,New York,Genesee County,60079,60050,60032,60019,59874,59422,59162
50,1,2,36,39,New York,Greene County,49221,49220,49115,48992,48656,48359,47967
50,1,2,36,41,New York,Hamilton County,4836,4836,4828,4822,4787,4759,4715
50,1,2,36,43,New York,Herkimer County,64519,64503,64442,64639,64572,64246,63744
50,1,2,36,45,New York,Jefferson County,116229,116229,116595,118273,120916,119536,119103
50,1,2,36,47,New York,Kings County,2504700,2504709,2510073,2544903,2574864,2602373,2621793
50,1,2,36,49,New York,Lewis County,27087,27087,27067,27088,27259,27186,27220
50,1,2,36,51,New York,Livingston County,65393,65250,65261,64896,64862,64731,64586
50,1,2,36,53,New York,Madison County,73442,73440,73400,72946,72420,72521,72369
50,1,2,36,55,New York,Monroe County,744344,744340,744647,747225,748582,750071,749857
50,1,2,36,57,New York,Montgomery County,50219,50236,50288,49965,49891,49830,49779
50,1,2,36,59,New York,Nassau County,1339532,1339710,1341500,1346857,1350923,1355099,1358627
50,1,2,36,61,New York,New York County,1585873,1585873,1588494,1610027,1625198,1632005,1636268
50,1,2,36,63,New York,Niagara County,216469,216477,216506,215702,214862,214270,213525
50,1,2,36,65,New York,Oneida County,234878,234879,234859,234207,233981,233801,232871
50,1,2,36,67,New York,Onondaga County,467026,467031,467422,467586,467182,468843,468196
50,1,2,36,69,New York,Ontario County,107931,108105,108233,108762,108824,109351,109707
50,1,2,36,71,New York,Orange County,372813,372813,373402,374228,373936,374926,376099
50,1,2,36,73,New York,Orleans County,42883,42883,42847,42730,42517,42384,41984
50,1,2,36,75,New York,Oswego County,122109,122107,122154,122077,121654,121497,120913
50,1,2,36,77,New York,Otsego County,62259,62253,62225,62015,61880,61644,61128
50,1,2,36,79,New York,Putnam County,99710,99750,99775,99924,99657,99643,99487
50,1,2,36,81,New York,Queens County,2230722,2230539,2235370,2261430,2280639,2303993,2321580
50,1,2,36,83,New York,Rensselaer County,159429,159427,159346,159654,159572,159653,159774
50,1,2,36,85,New York,Richmond County,468730,468730,469602,471063,470977,472691,473279
50,1,2,36,87,New York,Rockland County,311687,311687,312475,315783,317825,320983,323866
50,1,2,36,89,New York,St. Lawrence County,111944,111944,111821,112370,112466,112019,111400
50,1,2,36,91,New York,Saratoga County,219607,219613,220018,221088,222413,224119,224921
50,1,2,36,93,New York,Schenectady County,154727,154725,154919,154746,155051,155440,155735
50,1,2,36,95,New York,Schoharie County,32749,32747,32666,32638,32048,31849,31566
50,1,2,36,97,New York,Schuyler County,18343,18344,18302,18478,18549,18484,18479
50,1,2,36,99,New York,Seneca County,35251,35244,35247,35377,35381,35273,34884
50,1,2,36,101,New York,Steuben County,98990,98988,98939,99252,99048,98951,98394
50,1,2,36,103,New York,Suffolk County,1493350,1493346,1494744,1500780,1500422,1502953,1502968
50,1,2,36,105,New York,Sullivan County,77547,77545,77443,77123,76951,76999,75943
50,1,2,36,107,New York,Tioga County,51125,51125,51041,50916,50335,50159,49870
50,1,2,36,109,New York,Tompkins County,101564,101595,101726,102066,103044,104368,104691
50,1,2,36,111,New York,Ulster County,182493,182494,182374,182613,181708,180848,180445
50,1,2,36,113,New York,Warren County,65707,65705,65675,65689,65430,65175,64973
50,1,2,36,115,New York,Washington County,63216,63216,63316,63093,63046,62723,62372
50,1,2,36,117,New York,Wayne County,93772,93762,93734,93255,93009,92388,92051
50,1,2,36,119,New York,Westchester County,949113,949114,950544,957271,961849,969296,972634
50,1,2,36,121,New York,Wyoming County,42155,42143,42097,41909,41762,41441,41188
50,1,2,36,123,New York,Yates County,25348,25352,25360,25401,25265,25169,25208
40,3,5,37,0,North Carolina,North Carolina,9535483,9535691,9559488,9651502,9748181,9848917,9943964
50,3,5,37,1,North Carolina,Alamance County,151131,151241,151551,152866,153672,154685,155792
50,3,5,37,3,North Carolina,Alexander County,37198,37193,37272,37148,37012,37050,37392
50,3,5,37,5,North Carolina,Alleghany County,11155,11155,11145,11024,10925,10899,10879
50,3,5,37,7,North Carolina,Anson County,26948,26948,26892,26539,26351,26000,25765
50,3,5,37,9,North Carolina,Ashe County,27281,27281,27267,27176,27150,27148,27126
50,3,5,37,11,North Carolina,Avery County,17797,17795,17738,17782,17656,17748,17773
50,3,5,37,13,North Carolina,Beaufort County,47759,47773,47767,47664,47491,47429,47585
50,3,5,37,15,North Carolina,Bertie County,21282,21293,21262,20982,20601,20433,20106
50,3,5,37,17,North Carolina,Bladen County,35190,35190,35179,34997,34906,34838,34657
50,3,5,37,19,North Carolina,Brunswick County,107431,107431,108083,110215,112138,115262,118836
50,3,5,37,21,North Carolina,Buncombe County,238318,238307,238832,241416,244363,247846,250539
50,3,5,37,23,North Carolina,Burke County,90912,90914,90699,90772,90235,89628,89486
50,3,5,37,25,North Carolina,Cabarrus County,178011,178182,178687,181336,184487,187661,192103
50,3,5,37,27,North Carolina,Caldwell County,83029,83029,83002,82297,81946,81969,81484
50,3,5,37,29,North Carolina,Camden County,9980,9980,9997,10060,10054,10193,10331
50,3,5,37,31,North Carolina,Carteret County,66469,66469,66749,67399,67779,68516,68811
50,3,5,37,33,North Carolina,Caswell County,23719,23719,23697,23576,23183,23248,23082
50,3,5,37,35,North Carolina,Catawba County,154358,154356,154332,154175,154518,154726,154534
50,3,5,37,37,North Carolina,Chatham County,63505,63494,63785,65191,65811,66766,68698
50,3,5,37,39,North Carolina,Cherokee County,27444,27444,27426,27136,26972,27106,27141
50,3,5,37,41,North Carolina,Chowan County,14793,14793,14753,14797,14695,14699,14572
